ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Seconds to Label,External ID,Agreement,Dataset Name,Reviews,View Label
cjt4pr65e2ox90797vlhuc1w3,cjt4p7xjk1f310bqprgn09ylg,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F85213b4d-9263-2203-7716-2b3b4b8429ea-11.jpg,"{""11"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552330928000,6.98,11.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pr65e2ox90797vlhuc1w3
cjt4prae42oyw0869bwssjnfx,cjt4p7xjk1f350bqp49cmb2v3,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Fa8a595b9-a2fa-3ce7-136f-ab729ab8ab23-12.jpg,"{""12"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552330934000,5.273,12.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4prae42oyw0869bwssjnfx
cjt4precf2nfn0814wvduq99b,cjt4p7xjk1f390bqpflczai4h,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F0aaac112-5e7b-c618-1dfe-068ecafabcb8-13.jpg,"{""13"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552330939000,4.878,13.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4precf2nfn0814wvduq99b
cjt4pro0t2ozh0787tr6hvog0,cjt4p7xjk1f3d0bqpvluqxc2b,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F895ab79d-9a54-f870-dafb-e76f7e582a39-14.jpg,"{""14"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552330952000,12.314,14.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pro0t2ozh0787tr6hvog0
cjt4ps3yu2p9x0787d0w2fdiu,cjt4p7xjk1f3h0bqpuwv69fhc,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Fb97ea77f-3d87-a37d-3986-bcf97e8980fb-15.jpg,"{""15"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552330972000,20.405,15.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4ps3yu2p9x0787d0w2fdiu
cjt4ps8ip2pew0869bmd2fgyz,cjt4p7xjk1f3l0bqpvl8k0l1a,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F5935d6ba-43d9-3026-e209-e3c604030ce4-16.jpg,"{""16"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552330978000,5.647,16.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4ps8ip2pew0869bmd2fgyz
cjt4psdds2pjg07977tbvwrbk,cjt4p7xjk1f3p0bqp10wffn2e,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Ffebc99d6-24ae-f2d2-971c-af9b93799e7b-17.jpg,"{""17"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552330984000,6.081,17.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4psdds2pjg07977tbvwrbk
cjt4pshn92nvr0903kw08zgmu,cjt4p7xjk1f3t0bqpqla8wxem,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F6d67bfa1-efd3-bfb8-dee7-8c3595b4b9e0-18.jpg,"{""18"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552330990000,5.292,18.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pshn92nvr0903kw08zgmu
cjt4pso2c2pkp0787b94tgagw,cjt4p7xjk1f3x0bqppf0sc7hg,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Fcc6b1b61-cce1-2d43-2200-f8c0c749face-19.jpg,"{""19"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552330998000,8.085,19.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pso2c2pkp0787b94tgagw
cjt4pssd22p8x0700tyw4g9kb,cjt4p7xjk1f410bqpmatmu9zi,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F5c0b0299-0689-a948-5ed9-70271a37280e-20.jpg,"{""20"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331004000,5.334,20.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pssd22p8x0700tyw4g9kb
cjt4psyh02ody08141a6tuae1,cjt4p7xjk1f450bqp0q4c8l0l,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Fd6e861b2-9d96-e491-6bf0-6a6bc30db658-21.jpg,"{""21"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331012000,7.671,21.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4psyh02ody08141a6tuae1
cjt4pt4362oi90814mvibq6fj,cjt4p7xjk1f490bqpen201itj,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Fd9d32fb4-6af4-8b6d-b318-0a4b3356eb4d-22.jpg,"{""22"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331019000,7.049,22.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pt4362oi90814mvibq6fj
cjt4pt9pr2py80869ag1a36jn,cjt4p7xjk1f4d0bqpst8sj8bc,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Ff16fb86f-5e50-28d0-bec7-1bee782422a1-23.jpg,"{""23"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331026000,7.065,23.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pt9pr2py80869ag1a36jn
cjt4ptfpm2q6l0797to6w8g50,cjt4p7xjk1f4h0bqpwbty7nep,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Fcac59fac-2c41-8ec1-8ec0-b2539f55f89e-24.jpg,"{""24"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331034000,7.527,24.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4ptfpm2q6l0797to6w8g50
cjt4ptrnj2q3r0847twiinjsj,cjt4p7xjk1f4l0bqpcebylugo,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Fcdd4a077-dcc1-5b62-f1b0-0495d8cf6ef0-25.jpg,"{""25"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331050000,15.288,25.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4ptrnj2q3r0847twiinjsj
cjt4ptxi42qdp079700e6g056,cjt4p7xjk1f4p0bqpvae2xzrn,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F46a8b6a9-1858-96b0-b7e6-d028932b0772-26.jpg,"{""26"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331057000,7.359,26.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4ptxi42qdp079700e6g056
cjt4pu21w2qhq0797vph5p0pq,cjt4p7xjk1f4t0bqpxmdjd90x,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Fa1450b09-2c0c-7a11-6ec8-fe9f5bf20bca-27.jpg,"{""27"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331063000,5.666,27.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pu21w2qhq0797vph5p0pq
cjt4pucau2q890787hspztk9g,cjt4p7xjk1f4x0bqp8mvivehu,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F6e75da35-9020-f8ea-4f5b-1990e4e8ac80-28.jpg,"{""28"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331076000,13.053,28.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pucau2q890787hspztk9g
cjt4pujcx2qdg0869h4gbecso,cjt4p7xjl1f510bqp8ts331i3,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F4efd784e-5565-e427-6b4e-75a7aae1eda4-29.jpg,"{""29"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331085000,8.886,29.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pujcx2qdg0869h4gbecso
cjt4puobo2po60810nlx10wum,cjt4p7xjl1f550bqp1xsiy8j6,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F4e5fecd1-44fa-da8f-c42f-c09025dc57c1-30.jpg,"{""30"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331092000,6.189,30.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4puobo2po60810nlx10wum
cjt4puvb32qrn079769iptzl0,cjt4p7xjm1f590bqpfnyqfzfs,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F0275a8cd-d009-a28b-c483-aee5e91e19f4-31.jpg,"{""31"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331101000,8.821,31.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4puvb32qrn079769iptzl0
cjt4pv0le2ql90869zn0uc6kb,cjt4p7xjm1f5d0bqpxnj2mlem,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F93c1ab64-b072-ef3c-38c8-ba8412924e04-32.jpg,"{""32"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331108000,6.63,32.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pv0le2ql90869zn0uc6kb
cjt4pv5ui2qmx08693tsz7bnp,cjt4p7xjm1f5h0bqppz9jf1qw,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F5dc16c9a-c01d-489c-06e8-6ea2b8c8cdc7-33.jpg,"{""33"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331115000,6.591,33.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pv5ui2qmx08693tsz7bnp
cjt4pvbhb2pbz0814hlrot8r1,cjt4p7xjm1f5l0bqpdfsr6u30,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F8f24f7b5-420f-287a-8816-318bfbdf7b51-34.jpg,"{""34"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331122000,7.073,34.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pvbhb2pbz0814hlrot8r1
cjt4pvg3q2qbf070017l56ays,cjt4p7xjm1f5p0bqp6hwbhdz8,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Fedcc716d-9dff-64cc-73c6-c93edfdbeda7-35.jpg,"{""35"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331128000,5.718,35.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pvg3q2qbf070017l56ays
cjt4pvp0w2qgf0700attmwvt1,cjt4p7xjm1f5t0bqpstro0oow,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F589a82c7-fd96-075b-fba2-0b7d40748ae8-36.jpg,"{""36"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331139000,11.306,36.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pvp0w2qgf0700attmwvt1
cjt4pvt0x2qwk0869v8kpmd3a,cjt4p7xjm1f5x0bqprukgzl88,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Fea565f36-8f4e-c80a-fcb8-2d4bcd644f4e-37.jpg,"{""37"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331145000,4.958,37.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pvt0x2qwk0869v8kpmd3a
cjt4pvxx72pn608148b9sz08e,cjt4p7xjm1f610bqpbjd9ic97,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Fbdcfaacb-99a1-a5fd-cd81-a88b2b1ffcb8-38.jpg,"{""38"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331151000,6.116,38.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pvxx72pn608148b9sz08e
cjt4pw3ak2r9t0797703ttklr,cjt4p7xjm1f650bqp3ko291gh,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F1b558745-0f53-9151-167b-3c3c3584727e-39.jpg,"{""39"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331158000,6.734,39.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pw3ak2r9t0797703ttklr
cjt4pw8n42rbu0797j65fpeg9,cjt4p7xjm1f690bqps7c4nn02,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F2a30cf74-b106-a501-bc8d-651d7f19741e-40.jpg,"{""40"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331165000,6.703,40.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pw8n42rbu0797j65fpeg9
cjt4pwcw62qpn0700lqc0hfxh,cjt4p7xjm1f6d0bqpr70mmpng,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F3e08c297-3e57-134f-b601-fce274167d7c-41.jpg,"{""41"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331170000,5.261,41.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pwcw62qpn0700lqc0hfxh
cjt4pwgic2r1b0847hwhwh7pm,cjt4p7xjm1f6h0bqpyxvqr8g7,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Fc477d55f-d54e-73d1-9e1a-2cb4d444a4a4-42.jpg,"{""42"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331175000,4.494,42.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pwgic2r1b0847hwhwh7pm
cjt4pwrvw2poi0903alsuoqyc,cjt4p7xjm1f6l0bqpejbz8e0w,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2F3fdb9ad1-4a0e-bf26-4226-f15972a288c5-43.jpg,"{""43"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331190000,14.478,43.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pwrvw2poi0903alsuoqyc
cjt4pwvdi2rlw0797ntfjvjng,cjt4p7xjm1f6p0bqp6w51ilax,https://storage.googleapis.com/labelbox-193903.appspot.com/cjt4p5n1y2ecy0903i4a0m0l4%2Fc4bd1e90-2b32-3038-7125-d21c662a69be-44.jpg,"{""44"":[{""geometry"":""POLYGON ((0 0, 0 28, 28 28, 28 0, 0 0))""}]}",sasha_kleszy@emerson.edu,Gishurru Ideogram Learner,1552331194000,4.326,44.jpg,,GishurruIdeogramJPGs,[],https://image-segmentation-v4.labelbox.com?project=cjt4p723s2g5508102tfhr4ix&label=cjt4pwvdi2rlw0797ntfjvjng
